,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2332,0.51,Ideal,F,VVS2,61.8,56.0,5.13,5.16,3.18,2683
2333,0.71,Very Good,H,SI1,61.5,56.0,5.71,5.75,3.53,1973
2334,0.3,Ideal,F,SI1,62.1,55.0,4.31,4.35,2.69,-370
2335,0.41,Premium,F,VS2,61.6,59.0,4.74,4.77,2.93,759
2336,0.5,Premium,E,VS1,62.8,59.0,5.09,5.0,3.17,2148
2337,0.56,Ideal,D,VS2,60.6,56.0,5.33,5.37,3.24,2793
2338,1.27,Ideal,F,SI2,62.0,55.0,6.9,6.95,4.3,7349
2339,1.06,Premium,D,VS2,62.3,59.0,6.48,6.52,4.05,6847
2340,1.07,Premium,D,IF,60.9,58.0,6.67,6.57,4.03,8931
2341,1.02,Premium,G,SI1,63.0,55.0,6.45,6.4,4.05,5017
2342,1.0,Very Good,H,SI1,63.4,56.0,6.37,6.34,4.03,4369
2343,0.34,Ideal,F,VS2,62.5,55.0,4.51,4.48,2.81,353
2344,1.2,Very Good,G,SI2,61.8,60.0,6.78,6.85,4.21,6022
2345,0.58,Ideal,E,VS2,61.6,55.0,5.33,5.38,3.3,2629
2346,0.3,Good,H,SI1,63.8,55.0,4.2,4.26,2.7,-1420
2347,2.0,Premium,D,SI2,61.6,59.0,8.09,8.2,5.02,14643
2348,0.3,Premium,E,VS1,61.4,59.0,4.32,4.28,2.64,776
2349,0.3,Ideal,E,VVS2,61.1,57.0,4.34,4.36,2.65,1458
2350,1.01,Very Good,H,SI2,63.4,55.0,6.35,6.29,4.01,4018
2351,0.43,Premium,D,SI1,61.2,58.0,4.87,4.83,2.97,1065
2352,0.51,Premium,F,VS1,60.2,58.0,5.25,5.21,3.15,2036
2353,1.0,Premium,E,SI1,61.9,62.0,6.4,6.34,3.94,5399
2354,0.31,Ideal,H,VVS2,61.2,56.0,4.34,4.37,2.66,614
2355,0.31,Ideal,G,VVS1,61.9,55.0,4.36,4.3,2.68,1387
2356,0.51,Ideal,I,SI1,62.5,57.0,5.07,5.1,3.18,180
2357,0.77,Premium,D,VS2,61.3,60.0,5.92,5.89,3.62,4261
2358,0.7,Ideal,G,SI2,61.2,56.0,5.73,5.78,3.52,1936
2359,0.58,Very Good,E,SI2,59.0,62.0,5.46,5.49,3.23,1306
2360,0.74,Very Good,H,SI1,62.4,58.0,5.71,5.76,3.58,2170
2361,0.35,Very Good,E,IF,57.9,56.0,4.71,4.75,2.74,2726
2362,0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18,2137
2363,0.31,Ideal,F,VS2,62.8,56.0,4.32,4.28,2.7,144
2364,1.54,Premium,G,SI1,60.5,61.0,7.47,7.44,4.51,9789
2365,0.76,Very Good,H,IF,62.6,57.0,5.8,5.83,3.64,4820
2366,0.27,Very Good,E,VVS2,62.5,59.0,4.09,4.14,2.57,944
2367,0.91,Premium,D,SI2,61.0,61.0,6.24,6.16,3.78,4490
2368,0.53,Good,D,VS2,58.4,58.0,5.31,5.38,3.12,2256
2369,1.5,Good,D,SI2,60.2,65.0,7.37,7.34,4.43,9593
2370,0.33,Ideal,E,VS1,60.6,57.0,4.5,4.54,2.74,1183
2371,0.91,Good,E,I1,57.7,63.0,6.35,6.3,3.65,3552
2372,0.55,Very Good,I,VS2,61.0,57.0,5.31,5.32,3.24,787
2373,1.08,Good,E,SI2,63.7,57.0,6.54,6.49,4.15,5380
2374,0.52,Premium,G,VVS1,61.9,61.0,5.13,5.11,3.17,2708
2375,0.24,Very Good,E,VS1,60.1,57.0,4.08,4.1,2.46,377
2376,0.36,Ideal,D,VS2,62.5,55.0,4.55,4.57,2.85,1182
2377,1.0,Fair,F,SI2,65.5,56.0,6.3,6.19,4.09,4159
2378,0.75,Premium,H,VS2,60.8,57.0,5.9,5.87,3.58,2890
2379,0.78,Premium,H,SI2,59.7,59.0,6.03,5.97,3.58,2138
2380,0.31,Ideal,E,VS1,61.3,55.0,4.36,4.38,2.68,1083
2381,0.36,Ideal,H,VS2,61.0,55.0,4.59,4.62,2.81,-21
2382,0.41,Ideal,D,VVS2,62.1,56.0,4.76,4.78,2.96,2546
2383,0.34,Premium,E,SI2,62.4,59.0,4.46,4.42,2.77,-497
2384,0.6,Premium,E,VS1,61.0,61.0,5.46,5.39,3.31,3002
2385,1.01,Premium,E,SI1,61.7,56.0,6.44,6.39,3.96,5645
2386,1.73,Premium,G,VS2,62.9,58.0,7.65,7.58,4.79,12059
2387,1.02,Very Good,H,SI1,64.4,59.0,6.24,6.36,4.06,4539
2388,1.02,Ideal,G,VS2,62.3,55.0,6.45,6.48,4.03,5697
2389,0.63,Very Good,E,SI1,61.0,57.6,5.48,5.51,3.36,2278
2390,0.31,Very Good,G,VVS2,62.9,58.0,4.27,4.31,2.7,566
2391,0.76,Ideal,E,VS2,62.1,55.0,5.84,5.88,3.64,4086
2392,0.4,Ideal,F,IF,60.9,57.0,4.81,4.84,2.94,2823
2393,1.08,Premium,I,SI2,62.7,57.0,6.57,6.53,4.11,4386
2394,1.21,Good,G,I1,64.0,59.0,6.78,6.73,4.32,5350
2395,0.9,Good,H,VS2,61.5,61.0,6.15,6.24,3.81,3891
2396,1.5,Premium,F,VS2,61.5,58.0,7.34,7.36,4.52,10291
2397,0.5,Very Good,D,VS2,62.8,58.0,5.0,5.03,3.15,1958
2398,0.82,Very Good,I,VS1,63.6,58.9,5.88,5.93,3.76,3441
2399,0.31,Ideal,I,SI1,62.2,56.0,4.37,4.34,2.71,-1319
2400,0.36,Very Good,E,VS2,61.3,60.0,4.55,4.59,2.8,587
2401,0.79,Ideal,I,SI2,62.1,56.0,5.92,5.97,3.69,2021
2402,0.3,Premium,D,VS2,61.9,58.0,4.32,4.28,2.66,583
2403,0.7,Ideal,D,SI2,60.4,56.0,5.78,5.81,3.5,2927
2404,1.35,Very Good,J,VS1,62.1,56.0,7.04,7.1,4.39,8025
2405,0.44,Ideal,D,VS1,61.1,56.0,4.95,4.91,3.01,2286
2406,0.33,Ideal,F,IF,62.1,56.0,4.41,4.44,2.75,2342
2407,0.74,Ideal,F,SI1,62.5,56.0,5.8,5.76,3.61,3021
2408,1.1,Ideal,F,VS2,60.7,57.0,6.66,6.7,4.05,6781
2409,0.4,Premium,F,VS2,59.3,59.0,4.83,4.79,2.85,761
2410,1.83,Fair,J,I1,70.0,58.0,7.34,7.28,5.12,9985
2411,0.71,Ideal,F,VS2,61.6,56.0,5.74,5.77,3.54,3326
2412,1.0,Ideal,E,SI2,62.0,57.0,6.37,6.41,3.96,5169
2413,2.0,Very Good,H,SI1,63.3,59.0,8.02,8.0,5.07,13647
2414,2.03,Premium,G,SI1,61.9,59.0,8.14,8.09,5.02,14425
2415,1.0,Fair,F,SI2,65.5,54.0,6.2,6.16,4.05,4299
2416,0.9,Very Good,G,SI1,62.9,56.0,6.11,6.17,3.86,3883
2417,0.41,Ideal,F,VVS2,61.2,56.0,4.78,4.8,2.93,1957
2418,0.41,Ideal,F,VVS1,61.8,57.0,4.75,4.79,2.95,2409
2419,1.51,Premium,F,VS2,61.6,58.0,7.32,7.35,4.52,10407
2420,1.16,Very Good,H,SI2,63.2,57.0,6.66,6.7,4.22,5333
2421,0.54,Ideal,G,VS1,61.8,56.0,5.21,5.26,3.24,2114
2422,1.54,Very Good,D,SI1,63.0,59.0,7.31,7.35,4.62,10623
2423,2.07,Premium,H,SI1,61.1,58.0,8.27,8.2,5.03,14513
2424,0.41,Ideal,J,VVS1,62.0,57.0,4.79,4.73,2.95,1063
2425,1.54,Ideal,F,VS1,60.5,56.0,7.52,7.49,4.54,11321
2426,0.42,Premium,F,VS1,61.8,59.0,4.83,4.81,2.98,1272
2427,1.12,Premium,G,I1,60.4,59.0,6.71,6.67,0.0,5103
2428,1.0,Ideal,G,VVS2,62.8,53.9,6.37,6.42,4.02,6540
2429,1.01,Premium,I,VVS1,62.0,59.0,6.39,6.32,3.94,6295
2430,1.7,Good,I,I1,63.6,58.0,7.52,7.48,4.77,9403
2431,0.31,Ideal,F,VVS1,60.6,56.0,4.44,4.41,2.68,1722
2432,0.3,Very Good,F,IF,62.5,56.0,4.27,4.3,2.68,1867
2433,1.16,Ideal,J,SI1,60.7,57.0,6.83,6.77,4.13,5485
2434,0.3,Premium,E,VS2,59.1,58.0,4.37,4.39,2.59,448
2435,1.0,Very Good,E,VVS2,61.7,55.0,6.38,6.42,3.95,6999
2436,0.94,Fair,H,SI1,68.4,53.0,6.05,5.97,4.11,3423
2437,0.5,Ideal,I,VS2,62.4,55.0,5.09,5.11,3.18,616
2438,1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,6952
2439,0.4,Very Good,G,VVS1,60.9,57.0,4.76,4.8,2.91,1803
2440,0.62,Ideal,D,SI1,60.8,59.0,5.48,5.5,3.34,2714
2441,1.02,Good,G,VS2,63.7,57.0,6.24,6.31,4.0,5351
2442,0.96,Very Good,I,SI2,62.7,58.0,6.2,6.24,3.9,3268
2443,1.51,Very Good,F,VS1,59.6,63.0,7.34,7.43,4.4,10808
2444,0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,2774
2445,0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,1434
2446,0.4,Premium,G,SI1,59.3,59.0,4.82,4.8,2.85,-52
2447,0.5,Ideal,E,VS2,62.9,54.0,5.14,5.1,3.22,1848
2448,1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27,6198
2449,0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,4444
2450,0.44,Ideal,I,VS1,61.1,56.0,4.92,4.96,3.02,698
2451,0.42,Very Good,E,SI1,62.3,58.0,4.76,4.81,2.98,521
2452,1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,8172
2453,1.12,Ideal,F,VS1,61.8,56.0,6.67,6.69,4.13,7423
2454,0.6,Ideal,G,VS1,62.2,55.0,5.41,5.45,3.38,2580
2455,0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,-423
2456,0.31,Premium,H,SI1,62.3,55.0,4.36,4.34,2.71,-1089
2457,1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,12353
2458,0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,2763
2459,0.3,Very Good,F,SI1,63.5,57.0,4.27,4.24,2.7,-744
2460,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,6623
2461,0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,-120
2462,0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,-275
2463,1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,9834
2464,1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,3748
2465,1.0,Very Good,F,VVS2,62.9,55.0,6.29,6.36,3.98,6655
2466,1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,5823
2467,1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,5779
2468,0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,3766
2469,0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,-242
2470,0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,1982
2471,0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,597
2472,1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,5780
2473,0.3,Very Good,H,VVS1,62.2,58.0,4.26,4.29,2.66,701
2474,1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,8534
2475,1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,4305
2476,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,7963
2477,1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,5302
2478,1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,10388
2479,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,2227
2480,0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,1089
2481,0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,169
2482,1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,5671
2483,0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,403
2484,0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,231
2485,0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,523
2486,1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,11405
2487,1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,8245
2488,0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,365
2489,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,17806
2490,0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,1088
2491,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,2158
2492,0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,1265
2493,0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,2005
2494,0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,3701
2495,1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,8584
2496,1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,5152
2497,1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,8631
2498,0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,3824
2499,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,737
2500,0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,1270
2501,0.63,Ideal,F,SI1,62.6,56.0,5.53,5.49,3.45,2061
2502,0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,-236
2503,1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,4991
2504,1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,5325
2505,0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,3665
2506,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,8977
2507,1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,4110
2508,0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,-453
2509,1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,10031
2510,0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,1951
2511,0.42,Very Good,G,VS1,60.6,58.0,4.82,4.95,2.96,966
2512,0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,2960
2513,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,223
2514,0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,3740
2515,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,1986
2516,0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,184
2517,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,4989
2518,0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,855
2519,0.48,Good,F,VS1,59.0,60.9,5.09,5.15,3.02,1636
2520,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,1132
2521,1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,4281
2522,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,3875
2523,1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,5867
2524,0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,387
2525,0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,-315
2526,0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,2550
2527,1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,11202
2528,1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,13106
2529,0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,1314
2530,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,9268
2531,0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,4989
2532,0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,-1176
2533,1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,5039
2534,0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,3504
2535,0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,3661
2536,0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,236
2537,0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,3298
2538,0.32,Ideal,G,VS1,61.9,55.0,4.4,4.42,2.73,461
2539,0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,-50
2540,0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,3211
2541,1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,9133
2542,0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,1907
2543,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,2264
2544,0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,2848
2545,0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,2650
2546,0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,130
2547,0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,3273
2548,0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,1566
2549,0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,3910
2550,0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,1576
2551,2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,14039
2552,1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,12852
2553,0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,2870
2554,0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,2648
2555,0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,2265
2556,0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,312
2557,1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,7489
2558,0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,4410
2559,0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,707
2560,1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,4023
2561,0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,4263
2562,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,5983
2563,2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,15260
2564,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,10560
2565,0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,532
2566,0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,2837
2567,0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,-43
2568,1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,10808
2569,0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,3944
2570,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,5751
2571,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,6956
2572,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,441
2573,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,829
2574,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,491
2575,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,2867
2576,0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,-112
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,4699
2578,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,4342
2579,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,1631
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,1507
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,6057
2582,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,1620
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,9201
2584,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3896
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,6381
2586,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,5891
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,13622
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,-99
2589,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,367
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,17148
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,4587
2592,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,67
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,-77
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,11940
2595,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,3318
2596,0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,1206
2597,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,2742
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,2013
2599,0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,181
2600,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,3389
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,2849
2602,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,5780
2603,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,443
2604,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,-434
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,4468
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,2121
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,1228
2608,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,4840
2609,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,13798
2610,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,2628
2611,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,3198
2612,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,6140
2613,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,7288
2614,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,14950
2615,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,5385
2616,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,1591
2617,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,15564
2618,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,4999
2619,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,1345
2620,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3897
2621,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,1342
2622,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,613
2623,0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,3423
2624,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,9213
2625,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,7311
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,4784
2627,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,2870
2628,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,9485
2629,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,4073
2630,0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,-899
2631,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,3104
2632,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,3670
2633,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,3501
2634,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,697
2635,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,4439
2636,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,4185
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,210
2638,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,-92
2639,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1784
2640,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,15441
2641,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,3861
2642,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,5966
2643,0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,-242
2644,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,143
2645,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,3420
2646,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,5243
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1742
2648,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,4836
2649,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,2697
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,6254
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,2661
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,2923
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,2401
2654,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,1138
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,607
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,-678
2657,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,4193
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,2515
2659,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,2544
2660,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,1110
2661,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,2008
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,4880
2663,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,3705
2664,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,-765
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,6257
2666,1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,4897
2667,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,957
2668,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,8642
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,7644
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1416
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,3058
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,553
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,11373
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,2154
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,2468
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,91
