,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2446,0.4,Premium,G,SI1,59.3,59.0,4.82,4.8,2.85,148
2447,0.5,Ideal,E,VS2,62.9,54.0,5.14,5.1,3.22,2080
2448,1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27,5924
2449,0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,5292
2450,0.44,Ideal,I,VS1,61.1,56.0,4.92,4.96,3.02,636
2451,0.42,Very Good,E,SI1,62.3,58.0,4.76,4.81,2.98,572
2452,1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,8824
2453,1.12,Ideal,F,VS1,61.8,56.0,6.67,6.69,4.13,7808
2454,0.6,Ideal,G,VS1,62.2,55.0,5.41,5.45,3.38,2996
2455,0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,-492
2456,0.31,Premium,H,SI1,62.3,55.0,4.36,4.34,2.71,-1132
2457,1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,12748
2458,0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,3288
2459,0.3,Very Good,F,SI1,63.5,57.0,4.27,4.24,2.7,-588
2460,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,1912
2461,0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,-988
2462,0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,84
2463,1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,10280
2464,1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,2984
2465,1.0,Very Good,F,VVS2,62.9,55.0,6.29,6.36,3.98,7028
2466,1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,5984
2467,1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,6164
2468,0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,4212
2469,0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,-68
2470,0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,1732
2471,0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,324
2472,1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,6228
2473,0.3,Very Good,H,VVS1,62.2,58.0,4.26,4.29,2.66,244
2474,1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,8948
2475,1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,4580
2476,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,8332
2477,1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,5900
2478,1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,10736
2479,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,1476
2480,0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,944
2481,0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,16
2482,1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,6408
2483,0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,512
2484,0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,-412
2485,0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,480
2486,1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,11592
2487,1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,8760
2488,0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,172
2489,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,16496
2490,0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,1736
2491,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,1664
2492,0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,1688
2493,0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,1508
2494,0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,4136
2495,1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,8236
2496,1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,4896
2497,1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,8176
2498,0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,4140
2499,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,360
2500,0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,1304
2501,0.63,Ideal,F,SI1,62.6,56.0,5.53,5.49,3.45,2496
2502,0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,-548
2503,1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,5536
2504,1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,6184
2505,0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,3752
2506,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,9192
2507,1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,4316
2508,0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,-636
2509,1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,10140
2510,0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,1792
2511,0.42,Very Good,G,VS1,60.6,58.0,4.82,4.95,2.96,1244
2512,0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,3292
2513,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,-96
2514,0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,4156
2515,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,1376
2516,0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,-136
2517,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,5008
2518,0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,652
2519,0.48,Good,F,VS1,59.0,60.9,5.09,5.15,3.02,1780
2520,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,700
2521,1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,4160
2522,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,4300
2523,1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,6128
2524,0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,628
2525,0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,-404
2526,0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,2768
2527,1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,10872
2528,1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,13460
2529,0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,1148
2530,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,6600
2531,0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,5228
2532,0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,-1300
2533,1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,5176
2534,0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,3656
2535,0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,4092
2536,0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,-80
2537,0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,3228
2538,0.32,Ideal,G,VS1,61.9,55.0,4.4,4.42,2.73,508
2539,0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,96
2540,0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,3768
2541,1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,8340
2542,0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,1288
2543,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,2392
2544,0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,3340
2545,0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,3160
2546,0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,28
2547,0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,3584
2548,0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,1932
2549,0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,3676
2550,0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,1628
2551,2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,13504
2552,1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,13304
2553,0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,3616
2554,0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,3428
2555,0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,1152
2556,0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,-60
2557,1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,5204
2558,0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,4164
2559,0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,692
2560,1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,3644
2561,0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,4812
2562,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,5628
2563,2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,14428
2564,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,10572
2565,0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,380
2566,0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,2932
2567,0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,-644
2568,1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,11284
2569,0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,4592
2570,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,6096
2571,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,7704
2572,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,176
2573,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,652
2574,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,272
2575,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,3432
2576,0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,-244
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,5132
2578,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,4392
2579,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,1616
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,1472
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,6780
2582,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,1276
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,8960
2584,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3968
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,6688
2586,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,5992
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,13076
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,236
2589,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,56
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,16296
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,5020
2592,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,-528
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,140
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,12040
2595,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,3616
2596,0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,1524
2597,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,3428
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,2168
2599,0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,208
2600,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,3652
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,2628
2602,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,5780
2603,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,428
2604,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,-748
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,4012
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,2264
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,1280
2608,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,4968
2609,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,13556
2610,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,2660
2611,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,3432
2612,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,6496
2613,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,7812
2614,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,14252
2615,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,6244
2616,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,1868
2617,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,14812
2618,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,5164
2619,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,1336
2620,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3256
2621,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,1240
2622,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,616
2623,0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,3476
2624,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,8824
2625,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,7820
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,4012
2627,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,3016
2628,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,9828
2629,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,4260
2630,0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,-732
2631,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,3476
2632,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,4484
2633,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,3656
2634,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,800
2635,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,4272
2636,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,4540
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,188
2638,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,-472
2639,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1684
2640,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,14608
2641,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,4672
2642,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,5840
2643,0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,-368
2644,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,216
2645,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,3888
2646,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,5668
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1684
2648,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,5208
2649,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,2228
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,5988
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,3276
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,3184
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,2484
2654,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,720
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,632
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,-740
2657,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,4596
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,2792
2659,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,2532
2660,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,644
2661,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,1812
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,5704
2663,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,3732
2664,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,-852
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,6928
2666,1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,4920
2667,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,1192
2668,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,8952
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,8292
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1924
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,3212
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,664
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,11708
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,2352
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,3172
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,180
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,14072
2678,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,6428
2679,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,6756
2680,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,4696
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,6280
2682,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,4468
2683,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,1116
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,484
2685,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,2312
2686,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,6140
2687,0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,1452
2688,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1908
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,8364
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,388
2691,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,7148
2692,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,416
2693,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,11288
2694,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,1748
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,3136
2696,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,5056
2697,0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,1292
2698,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,10224
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,6988
2700,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,364
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,664
2702,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,248
2703,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,2036
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,2352
2705,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,8660
2706,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,4048
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,840
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,2768
2709,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,3052
2710,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,5184
2711,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,392
2712,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,3784
2713,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,13956
2714,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,8408
2715,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,1060
2716,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,2500
2717,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,568
2718,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,5088
2719,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,2232
2720,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,7912
2721,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,10456
2722,0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,1268
2723,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,856
2724,1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,8268
2725,2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,13772
2726,0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,484
2727,0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,3484
2728,0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,2932
2729,0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1404
2730,0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,200
2731,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,628
2732,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,8020
2733,1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,8832
2734,0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,348
2735,1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,5760
2736,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,4300
2737,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,2232
2738,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,10472
2739,0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,2608
2740,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,8548
2741,0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1300
2742,0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,-1584
2743,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,3800
2744,0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,144
2745,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,7624
2746,0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,1420
2747,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,3952
2748,1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,5760
2749,0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,-460
2750,0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,5392
2751,0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,4432
2752,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,2276
2753,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,2392
2754,0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,1232
2755,1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,5172
2756,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,60
2757,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,988
2758,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,7680
2759,0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,-544
2760,1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,2688
2761,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,2280
2762,1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,6816
2763,0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,5252
2764,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,7540
2765,0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,3844
2766,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,964
2767,0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,4424
2768,0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,2052
2769,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,7240
2770,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,588
2771,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,7500
2772,0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,2728
2773,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,752
2774,0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,3816
2775,1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,5852
2776,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,3184
2777,0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,1308
2778,0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,2156
2779,0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,1236
2780,0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,548
2781,0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,2000
2782,0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,-2568
2783,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,6304
2784,2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,12900
2785,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,1064
2786,0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,2660
2787,1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,10796
2788,0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,1236
2789,1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,7792
2790,0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,3976
